Image,Segmentation,Transcription,Threshold
l01-082-01,ok,"it started from."" ""And you finding out about the spy at the Marshams',",194
l01-082-02,err,""" Passon said. ""Just a stroke of luck, sir,"" Tong said. ""Luck or not,",195
l01-082-03,err,"Harry, it was the real turning-point for us. Must be true what they",194
l01-082-04,ok,"say. 'Tong can't go wrong!' """,189
l01-095-00,ok,When Nick returned home he found that his,193
l01-095-01,ok,mother was seriously ill. She had pneumonia. The,194
l01-095-02,ok,"sight of her youngest son, the doctor said, was the",196
l01-095-03,ok,only thing that saved her; it gave her the strength,197
l01-095-04,ok,she needed to fight for life. Soon she was out of,194
l01-095-05,ok,"danger, but the doctor told Dan that she would",192
l01-095-06,err,have to remain in bed for some time and,191
l01-095-07,ok,that thereafter it was essential that she should,193
l01-095-08,ok,not have to exert herself.,190
l01-105-00,ok,With Grace helpless Rose set up her,184
l01-105-01,ok,"own autocracy. Her squeaking, querulous",185
l01-105-02,ok,accents were heard without inter-,186
l01-105-03,ok,mission. They rose over the baby's inter-,187
l01-105-04,ok,minable howling and were directed at,185
l01-105-05,ok,everyone in equal measure. She was,185
l01-105-06,ok,a poor and unpunctual cook. Normally,186
l01-105-07,ok,"indolent, she was now and again seized",188
l01-105-08,ok,with unpredictable bouts of energy in,183
l01-105-09,ok,the grip of which she swept through,186
l01-105-10,ok,the house with a fury that disarranged,186
l01-111-00,ok,Only the old man's room was too much for,184
l01-111-01,ok,"her. Once she put her head round the door,",183
l01-111-02,ok,"and Sam shouted: ""You get right out of",184
l01-111-03,ok,"this, Rose. You leave me in peace.""",185
l01-111-04,ok,Rose took one breath of the stagnant air.,180
l01-111-05,ok,"""You - you polecat!"" she screeched, and",182
l01-111-06,ok,retreated without argument. Her re*?,182
l01-111-07,ok,"2gime, hated alike by all the men,",186
l01-111-08,ok,produced one extraordinary result.,181
l01-119-00,ok,One day Fred met Nick at the front door as they were both,174
l01-119-01,err,about to enter the house. Fred grasped his brother's elbow.,176
l01-119-02,err,"""Nick, I can't stomach this much longer."" ""Nor me. What's the",179
l01-119-03,ok,"answer? Mum's picking up, but she'll never be her old self",182
l01-119-04,ok,"again.""",173
l01-119-05,err,"""That First Flower's driving me nuts,"" Fred said. ""I'm going to put",178
l01-119-06,ok,"a stop to it.""",180
l01-119-07,ok,"""What with - arsenic?""",178
l01-129-00,err,"Fred fixed his small eyes on his brother, beckoned",189
l01-129-01,err,"him to stand closer, and whispered into his",189
l01-129-02,ok,ear the most unexpected words Nick had,187
l01-129-03,ok,"ever heard. ""I'm going to get myself",190
l01-129-04,ok,"married,"" Fred said. The next day he",185
l01-129-05,ok,brought home a woman in her middle,184
l01-129-06,ok,thirties and took her straight to his,186
l01-129-07,ok,mother's bedside.,186
l01-133-00,err,"""Mum, this is Maggie. I'm going to marry her,",180
l01-133-01,ok,"and I'd like her to come and live with us.""",177
l01-133-02,ok,Maggie was plump and plain with a pleasing,177
l01-133-03,err,"smile, a placid nature, and a slow-moving",180
l01-133-04,ok,but methodical mind. For twenty years she,177
l01-133-05,ok,had worked in the bottling-store at the bre-,174
l01-133-06,ok,"wery, and Grace heard with astonishment",178
l01-133-07,ok,that Fred had known her on and off,180
l01-133-08,ok,for nearly as long.,176
l01-143-00,ok,"It was Nick who found the answer. ""Only",179
l01-143-01,ok,"one thing for it, Mum,"" he said, sitting on",178
l01-143-02,ok,the edge of the bed and holding one,179
l01-143-03,ok,"of her hands in his. ""Let Fred and",180
l01-143-04,ok,Mag have the two upstairs rooms,179
l01-143-05,ok,between them. Sam will have to,177
l01-143-06,err,come out of his kennel.,177
l01-157-00,ok,He argued that it was the only place where,188
l01-157-01,ok,"he could be safe from Rose. ""See here, Sam,""",188
l01-157-02,ok,"Nick began. ""You know Fred's getting spliced.""",186
l01-157-03,ok,"""Gone soft in the head,"" Sam said. ""Same as",187
l01-157-04,ok,"I've always said, women rule the roost and",187
l01-157-05,ok,no man's safe from 'em. Ought to be a,183
l01-157-06,ok,"better way of doing things. Take trees."" He",185
l01-157-07,ok,rattled on very happily.,184
l01-173-00,ok,"He propped himself on one elbow. ""You can't",189
l01-173-01,ok,"do it to me, Nick. I've worked this room up to",190
l01-173-02,ok,my way of thinking like I'd educate a child.,190
l01-173-03,err,"This room and me understands one another.""",190
l01-173-04,ok,"""Sam,"" Nick said firmly, ""either you and",188
l01-173-05,ok,"me share downstairs, and we have Mag, or",188
l01-173-06,ok,you stick it out up here and we all get,191
l01-173-07,err,"saddled with the First Flower for ever.""",190
l01-179-00,err,"Sam sank back on his pillow. ""Oh, my",177
l01-179-01,ok,"God! All right, you win!"" With that settled",177
l01-179-02,ok,Fred was soon married. The First Flower,179
l01-179-03,ok,"snatched up her infant and departed, mut-",180
l01-179-04,ok,tering sarcasms. The whole household,184
l01-179-05,ok,listened to the dwindling screams of the,183
l01-179-06,ok,baby with relief. Maggie soon proved her,186
l01-179-07,ok,"worth, and after a time Dan summed up",187
l01-179-08,ok,the general approval by saying:,190
l01-187-00,ok,"""She's as good a worker as you could wish for.",188
l01-187-01,ok,"She speaks our language. Mag's one of us.""",186
l01-187-02,ok,Nick and his grandfather shared their bedroom,184
l01-187-03,ok,"amicably. The old man, though fighting a",186
l01-187-04,ok,"grumbling rearguard action, permitted himself",184
l01-187-05,ok,gradually to become a little cleaner and,183
l01-187-06,ok,tidier. In his heart he was well satisfied to,184
l01-187-07,ok,have Nick's company. When they were alone,185
l01-187-08,ok,together he often explained all over again,185
l01-187-09,ok,how shrewd he had been in discovering,184
l01-187-10,ok,Alf Jesty's secret.,184
l01-195-00,ok,"""Imagine it, Nick, just that bit of information",187
l01-195-01,ok,Fred picked up about Pete Jesty always touching,186
l01-195-02,ok,"his nose, and me remembering from that",187
l01-195-03,ok,snap you once showed me that this Cax-,186
l01-195-04,ok,ton had some sort of a scar there. Just,184
l01-195-05,ok,"an idea to begin with, mind you - then",184
l01-195-06,err,click! and I'd got it. That was smart,186
l01-195-07,ok,"work, say what you like.""",190
l01-199-00,err,"""It certainly was, Sam,"" Nick would agree, and go",178
l01-199-01,err,"on to say with a touch of self-importance: ""No",181
l01-199-02,ok,wonder he tried to have me suffocated back,184
l01-199-03,ok,last summer. Must have thought I'd,188
l01-199-04,ok,"rumbled him right from the start."" By this",187
l01-199-05,ok,time Nick was certain in his own mind,191
l01-199-06,ok,that he had really seen Caxton's hand,195
l01-199-07,ok,snatching at the prop holding the barge's,196
l01-199-08,ok,"hatch open, though he could never prove it,",194
l01-199-09,ok,and it would not be of much use if,195
l01-199-10,ok,he could.,201
l03-000-00,ok,The nose is one of the most pain-sensitive,173
l03-000-01,ok,organs in the human body - and,173
l03-000-02,ok,Malone was discovering the truth in,177
l03-000-03,ok,scientific detail. Kennan had only,175
l03-000-04,err,seconds left. He jumped forward to,170
l03-000-05,err,"the far limit of his chain, his",169
l03-000-06,err,right hand chopping edge-downwards,175
l03-000-07,err,in bone-jarring force.,175
l03-004-00,ok,The blow took the writhing thug a fraction,188
l03-004-01,ok,above the boney knob which landmarked the cervical,191
l03-004-02,ok,"plexus, the vital nerve-centre which a long-ago",192
l03-004-03,ok,Marine instructor had declared the pinnacle of unarmed,194
l03-004-04,ok,combat targets. The thug collapsed with a whistling,192
l03-004-05,ok,"moan, and Kennan tore the Luger from the man's",188
l03-004-06,ok,suddenly limp hand. There was no time for,192
l03-004-07,ok,"rejoicing, but the hard, firm shape of the",195
l03-004-08,ok,automatic sent a new confidence surging through,193
l03-004-09,ok,his body.,191
l03-008-00,ok,"Shouts, and the clatter of feet meant",186
l03-008-01,ok,Goldie and Leo Grundy were on their,187
l03-008-02,ok,way. Kennan pulled the manacle chain,186
l03-008-03,ok,"taut, and blasted two shots at the",188
l03-008-04,err,link which tied him to the ring-bolt in,185
l03-008-05,ok,the rock. The nine-millimetre bullets sma-,183
l03-008-06,ok,"shed the chain as if it had been plastic,",185
l03-008-07,ok,"and, free, though the chain still dangled,",185
l03-008-08,ok,he threw himself across the floor,185
l03-008-09,err,towards the entrance.,183
l04-000-00,err,"'Well, what do you think?' she scoffed, her",179
l04-000-01,err,brilliant eyes challenging him. He made no answer.,175
l04-000-02,ok,There was nothing to be said. He lifted his glass,178
l04-000-03,ok,"and drained it, feeling the sweat breaking out on the",178
l04-000-04,ok,palms of his hands.,182
l04-005-00,ok,When at last he looked up she was standing right,181
l04-005-01,ok,"in front of him, smiling as if nothing had happened!",182
l04-005-02,ok,He could hardly believe it and blinked several times.,180
l04-005-03,ok,"'Well, don't I get a drink tonight?' she asked boldly.",180
l04-005-04,ok,"'Of course... anything you like', he murmured,",182
l04-005-05,ok,relief flooding over him. 'Kitty... I'm sorry....',180
l04-005-06,ok,His throat went tight and words failed him.,180
l04-012-00,ok,"'Aw, forget it', she said cheerfully. 'I'll sting",181
l04-012-01,ok,you for a double for being a naughty boy.,181
l04-012-02,ok,How about the telly tomorrow afternoon?',181
l04-012-03,ok,He felt a glow of happiness steal over him.,181
l04-012-04,ok,"Everything was all right now, thank God. She",182
l04-012-05,ok,"wasn't going to break with him, after all.",181
l04-012-06,ok,For the moment it was the only thing in the,181
l04-012-07,ok,world that mattered.,179
l04-020-00,ok,"'Of course, Kitty', he said fervently, his eyes misty",176
l04-020-01,err,"behind their thick lenses. 'Well, I'll be off now. See you",176
l04-020-02,err,"tomorrow... and thank you....' 'So long, Bob', she said,",179
l04-020-03,ok,waving her hand to him. Harry followed him to the,178
l04-020-04,ok,"door, opened it for him and stood outside on the step,",177
l04-020-05,ok,"looking up at the sky, where a few pale stars shone",174
l04-020-06,ok,between puffs of light cumulus cloud.,175
l04-026-00,ok,"'Nice night', he remarked affably. 'But they forecast rain",176
l04-026-01,err,"for tomorrow.' 'Do they?' Bone glanced up at the sky, his",178
l04-026-02,err,"thoughts elsewhere. Personally, he didn't care if it rained cats",178
l04-026-03,err,"and dogs and he knew that Harry didn't either. He waited,",178
l04-026-04,ok,"pulling on his gloves and adjusting his hat. 'Look, Bob,'",178
l04-026-05,err,"Harry began, after a brief silence, 'I don't mean to",176
l04-026-06,err,"butt in, but if you take my advice you'll 'ave no",176
l04-026-07,err,more truck with 'er.',176
l04-034-00,ok,He jerked his thumb over his,174
l04-034-01,ok,shoulder. 'That girl's nothing but a load,175
l04-034-02,err,"of trouble, I'm warning you.' 'Kitty's",174
l04-034-03,ok,"all right', Bone contradicted flatly. 'It's",174
l04-034-04,err,her boy-friend that's the trouble. If,171
l04-034-05,ok,we could get rid of him...' Harry,172
l04-034-06,ok,nodded his grizzled head like an old,169
l04-034-07,ok,"hound. 'You're right there, Bob', he",170
l04-034-08,ok,muttered. 'But it's easier said than done.,172
l04-043-00,ok,"Kitty encourages him, too. No work, no",181
l04-043-01,ok,"background, no regular money so far as I",181
l04-043-02,err,can make out. Probably on the crook.,181
l04-043-03,ok,"But there you are, the girl's wild and",181
l04-043-04,err,headstrong. I can't do nothing with 'er.',181
l04-043-05,err,"'Don't worry, Harry', the other said quietly.",179
l04-043-06,ok,'I won't make a fool of myself.,179
l04-043-07,err,Kitty needs a good friend and I'll,179
l04-043-08,ok,always be that.',178
l04-052-00,ok,"He paused, hatred of Stevie Hewitt",149
l04-052-01,ok,rising like gall in his throat.,149
l04-052-02,err,'And I'll find a way of getting rid of,150
l04-052-03,ok,"that chap, Hewitt, too. Leave it to me.'",150
l04-052-04,err,"'O.K., Bob, but watch your step. He's",150
l04-052-05,err,"a tough customer, mark my words', Harry",149
l04-052-06,ok,said in a low voice. Bone half smiled,148
l04-052-07,err,"in the darkness. 'I'll remember', he said.",148
l04-052-08,err,"'Good night, Harry.' 'Good night, Bob.'",149
l04-062-00,err,"Bone walked down the road, his cre*?",148
l04-062-01,ok,5pe-soled shoes making no sound,150
l04-062-02,ok,on the asphalt surface. As he walked,149
l04-062-03,ok,he concentrated on the problem of,150
l04-062-04,ok,Stevie Hewitt. By comparison with the,149
l04-062-05,ok,manner in which he had dispatched,147
l04-062-06,ok,Henry Mansell the elimination of a,147
l04-062-07,ok,little spiv from Brighton seemed an,149
l04-062-08,ok,easy undertaking... once he'd set,148
l04-062-09,ok,his mind to it.,144
l04-066-00,ok,Back at the cottage he prepared his supper and ate,179
l04-066-01,ok,"it beside the fire in the living-room, his thoughts once",172
l04-066-02,ok,more on Kitty. If she was really in love with Stevie,178
l04-066-03,ok,"Hewitt it was madness to go on worrying about her, he",176
l04-066-04,ok,told himself moodily. Yet it was not as clear-cut as that.,173
l04-066-05,ok,He not only felt his need of her but was equally aware,176
l04-066-06,ok,"of the necessity to help and protect her, even against",175
l04-066-07,ok,her will.,180
l04-071-00,ok,"Tonight, for the first time, he had abandoned all",180
l04-071-01,ok,pretence and shown her the honest desperation of his feeling,179
l04-071-02,ok,for her. She had neither encouraged nor completely rejected,174
l04-071-03,ok,him. In some perverse way their brief quarrel had forged,172
l04-071-04,ok,a bond between them. No doubt she had every intention,173
l04-071-05,ok,of keeping both of them on a string. On the whole he probably,172
l04-071-06,ok,"had a slight advantage over the young man, inasmuch as he",177
l04-071-07,ok,had money to spend and she was a girl who had a healthy,179
l04-071-08,err,respect for the material things of life.,178
l04-082-00,err,Sentence Database L04-082,170
l04-082-01,ok,But he was still no sort of match for a young,170
l04-082-02,ok,and virile competitor and he knew it. He turned,170
l04-082-03,ok,"away and begun to undress, shivering with the",171
l04-082-04,ok,cold. His eye automatically glanced towards the,172
l04-082-05,ok,panel which concealed the hiding-place of his,171
l04-082-06,ok,secret treasure. For an instant he stood,170
l04-082-07,ok,"transfixed to the floor, his eyes unwavering",171
l04-082-08,ok,as they riveted themselves on the wall.,172
l04-087-00,ok,Was it his imagination or was the panel slightly lop-sided?,177
l04-087-01,ok,Leaping forward with a choked sound he grasped the oblong,174
l04-087-02,ok,panel and pulled it out. The black tin box was exactly,174
l04-087-03,ok,as he had left it. With heavily beating heart he reached,171
l04-087-04,ok,out and lifted the lid. Everything was intact and he,176
l04-087-05,ok,gasped with relief.,173
l04-093-00,ok,He lifted out the heavy bundles of notes and knelt on the floor,176
l04-093-01,err,"to count them. Of course, he remembered being in a great hurry to get",180
l04-093-02,ok,that fifty pounds for Kitty! Obviously he had been careless in,176
l04-093-03,ok,"replacing the panel, but the possibility of anyone having",174
l04-093-04,ok,discovered his hiding-place gave him something of a shock.,176
l04-093-05,err,"As he replaced the bundles of notes, he withdrew the tin",170
l04-093-06,ok,box from its hiding-place and locked it inside the,172
l04-093-07,ok,cupboard.,171
l04-098-00,ok,It would be safer under lock and key,194
l04-098-01,ok,for the time being than behind a piece,195
l04-098-02,err,of panelling which did not fit very sec-,194
l04-098-03,err,urely. Tomorrow he would buy a,193
l04-098-04,ok,heavy padlock for the box and search,195
l04-098-05,err,"for a new hiding-place. He lay in bed,",194
l04-098-06,ok,"cold and uneasy, unable to account",196
l04-098-07,err,for an instinctive sense of danger.,195
l04-102-00,ok,When he closed his eyes it was,197
l04-102-01,ok,"Henry Mansell's face he saw, hovering",195
l04-102-02,ok,above his head like a hideous caricature. The,195
l04-102-03,ok,"parrot nose and straight line of the mouth,",195
l04-102-04,ok,the pitiless blue eyes that seemed to strip,199
l04-102-05,ok,him right down to his abjectly quaking,192
l04-102-06,ok,bones. The mouldering horror that had,193
l04-102-07,ok,once been Henry Mansell taunted him,193
l04-102-08,ok,now in the silent darkness.,193
l04-106-00,err,In a corner of the saloon bar of the Six Bells at,176
l04-106-01,ok,Hawkeshurst that Friday night Hugh Mansell and Roddy,175
l04-106-02,ok,Dowell drank their beer and waited. 'It's too damn busy,170
l04-106-03,ok,"in here. We can't expect him to leave his customers',",173
l04-106-04,ok,"Hugh said morosely. 'Give him a chance, old chap.",175
l04-106-05,ok,He'll be over. Jim's a most reliable chap when,173
l04-106-06,ok,it comes to picking up a small tip.',170
l04-113-00,err,"'O.K., Roddy, whatever you say.' Hugh drained his glass and",177
l04-113-01,ok,ordered two more beers. 'I'm really beginning to feel it's,174
l04-113-02,ok,"all a bit of a waste of time, anyway. I've been collecting",175
l04-113-03,ok,scraps of evidence and piecing them together for four,175
l04-113-04,ok,"months now, and the whole lot still doesn't amount to",174
l04-113-05,ok,anything one could call concrete.',169
l04-118-00,err,"Roddy puffed at his pipe, his eyes fixed on the white-coated",175
l04-118-01,err,"barman. 'Oh, I think it does, Hugh. That's",173
l04-118-02,ok,why I want you to meet this bird. I think,174
l04-118-03,ok,he fills in an important part of the,172
l04-118-04,ok,"background. Furthermore, dear boy, it confirms",172
l04-118-05,ok,what we already know of your father's,170
l04-118-06,ok,intention to leave the country on the night,168
l04-118-07,ok,of October 14th.',166
l04-124-00,ok,Hugh nodded. His face wore the melancholy expression,175
l04-124-01,ok,that was habitual to him but his eyes showed,173
l04-124-02,ok,"his inner excitement. 'I know, but from the",175
l04-124-03,ok,moment he walked out of here we haven't a,174
l04-124-04,ok,shred of evidence to prove what happened.,169
l04-124-05,ok,"Obviously he met someone, either by chance or",170
l04-124-06,ok,"by arrangement. Whichever way it was, that",170
l04-124-07,ok,person had a gun and he managed to persuade,172
l04-124-08,ok,Father to drive along that quiet stretch of,173
l04-124-09,ok,road....',172
l04-130-00,err,'Miles off his proper route to Dover or the airport at,179
l04-130-01,err,"Lydd', Roddy interposed quickly. 'And once there he was",178
l04-130-02,err,shot at close range and his money smartly filched.,182
l04-130-03,ok,"You know, whoever it was might have known of the",180
l04-130-04,ok,existence of the suicide letter... providing him with,184
l04-130-05,err,an almost unshakable alibi.' Hugh was thinking of,180
l04-130-06,ok,"his uncle, but said nothing. After all, Julian had",181
l04-130-07,ok,"acted very strangely since the tragedy, always",181
l04-130-08,ok,"secretive, always reluctant to discuss his brother's",181
l04-130-09,err,death.,173
l04-136-00,err,It was impossible to associate him in one's mind with a,182
l04-136-01,ok,"cold-blooded murder but, in fact, Henry Mansell's",179
l04-136-02,ok,death had saved the firm and Julian's future.,178
l04-136-03,ok,Moreover he might well have been aware of his,180
l04-136-04,ok,brother's intention to skip out of the country and,177
l04-136-05,err,"passed on the information. 'I'm sure you're right',",179
l04-136-06,err,Hugh said thoughtfully. 'But whoever did it got,179
l04-136-07,err,clean away without being spotted.',180
l04-141-00,ok,"'Easy enough along that stretch of coast road in winter,",187
l04-141-01,err,"believe me', Roddy affirmed solemnly. 'He probably caught",188
l04-141-02,ok,the next boat across the channel and has been lying low,186
l04-141-03,ok,with the money somewhere.' Hugh nodded. 'I realized that,186
l04-141-04,ok,after my talk with Mrs. Lawford. There are a dozen countries,185
l04-141-05,ok,where a man could easily hide up and change the money,186
l04-141-06,ok,without danger.,188
l04-147-00,ok,Unless we can get a definite line on him it's,189
l04-147-01,err,"hopeless....' 'Something will turn up one day, you'll see',",186
l04-147-02,err,Roddy said confidently. 'If we plug away at the leads,187
l04-147-03,err,we have....' 'If only the police would do something...' Hugh,188
l04-147-04,ok,cried out in exasperation. 'I've put everything I know,187
l04-147-05,ok,before them....',186
l04-153-00,err,"'No dice, Hugh.' Roddy shook his sandy head.",193
l04-153-01,ok,'They're bound to want pretty solid new evidence,189
l04-153-02,err,before they'll agree to reopen the case. From,192
l04-153-03,ok,their point of view the evidence for suicide is,193
l04-153-04,ok,overwhelming. I spoke to a chap from the office of,185
l04-153-05,ok,the Director of Public Prosecutions I know pretty,184
l04-153-06,ok,"well, and he agreed that the missing cash is",186
l04-153-07,err,a hell of a mystery.,184
l04-159-00,ok,But as he quite reasonably pointed out the,186
l04-159-01,ok,money could have been disposed of in London,186
l04-159-02,ok,before your father left that evening. It wouldn't be,183
l04-159-03,ok,unnatural for a man in his position to make provision,182
l04-159-04,ok,for an unknown dependent or settle what he regarded,182
l04-159-05,ok,as particular debts of honour before taking his own,178
l04-159-06,err,"life. Also, logically, there's nothing to show the",179
l04-159-07,ok,money couldn't have been pinched by someone,188
l04-159-08,ok,passing the car after your father was dead.,187
l04-163-00,err,Stealing from cars is about the commonest,157
l04-163-01,ok,kind of crime in the book. There's nothing,157
l04-163-02,ok,that absolutely ties the missing money to the,158
l04-163-03,err,"circumstances of your father's death, that's",158
l04-163-04,ok,the point. Same with the passport. It's gone,158
l04-163-05,ok,and that's that. It may turn up in a dustbin,155
l04-163-06,ok,somewhere or at the back of a drawer. As,157
l04-163-07,ok,far as the police are concerned there's nothing,156
l04-163-08,err,to go on.,156
l04-170-00,ok,In our own minds we may be pretty sure what,158
l04-170-01,ok,"happened, but that's not good enough for them.",157
l04-170-02,ok,That suicide letter did the trick - definite proof,158
l04-170-03,ok,"that your father took his life, backed by",158
l04-170-04,ok,medical evidence and the fingerprint chaps.',157
l04-170-05,ok,A little man with thin brown hair and a,155
l04-170-06,ok,ruddy complexion came over and greeted,156
l04-170-07,ok,them.,154
l04-174-00,err,He wore a short white coat. Hugh ordered drinks.,173
l04-174-01,err,'I was sorry to read about your dad in the,179
l04-174-02,ok,"paper', the man said to Hugh in a thick",173
l04-174-03,ok,voice which bore traces of a cockney accent.,172
l04-174-04,ok,'I was telling your friend how he come,175
l04-174-05,ok,in here the very night he passed away.',174
l04-179-00,ok,Hugh wasn't impressed with this ingratiating bar-,175
l04-179-01,ok,man whom Roddy had raked up. He was seedy and,176
l04-179-02,ok,middle-aged with small black eyes set close to-,175
l04-179-03,ok,"gether beneath heavily marked brows and a sly,",174
l04-179-04,err,crafty expression that failed to inspire confidence.,175
l04-179-05,ok,"'He was hitting the bottle pretty hard, sir...' the",169
l04-179-06,ok,man said in a loud whisper. 'Meaning no offe-,173
l04-179-07,ok,"nce', he added, looking at Hugh.",172
l07-052-00,err,"""Why?"" he asked again. ""I can tell by your voice that it means",160
l07-052-01,ok,"a lot to you, but I'm damned if I can see the reason. It's not as",160
l07-052-02,ok,"if you were all that fond of Alice."" He was interrupted by the",160
l07-052-03,err,arrival of the food and wine. When the pouring ritual was over he,163
l07-052-04,ok,went on:,155
l07-065-00,ok,"If he didn't do it it must have been -"" ""Must have been",161
l07-065-01,err,"who?"" Max prompted. I looked into his eyes and longed",161
l07-065-02,ok,"with all my heart to tell him, but I could not do it.",159
l07-065-03,ok,As long as my suspicion remained in my head I could pretend,162
l07-065-04,ok,"to myself, in moments of optimism, that it was not true.",159
l07-074-00,err,"If you're right, you may be in serious danger from Hardy.",162
l07-074-01,ok,Even if you're wrong you'll most certainly be in danger when,160
l07-074-02,err,"you start handling a boat."" He picked up his glass and",160
l07-074-03,ok,"held it in both hands, looking at me thoughtfully over the",161
l07-074-04,ok,"top of it. ""No,"" he said at last. ""I can't allow # #",154
l07-074-05,ok,"it.""",152
l07-080-00,ok,"""You can't very well stop me."" ""I can",168
l07-080-01,ok,do better than that. If we were to,168
l07-080-02,ok,get married now I could come,168
l07-080-03,ok,"with you."" I looked down at my",168
l07-080-04,ok,"plate, not daring to let him see",168
l07-080-05,ok,how much the idea appealed to,165
l07-080-06,ok,"me, reminding myself that he could",165
l07-080-07,ok,only have said such a thing,168
l07-080-08,ok,because he did not know the,168
l07-080-09,ok,whole truth.,161
l07-085-00,err,"""And I can't allow that,"" I said.",168
l07-085-01,ok,"""Deadlock,"" said Max. ""No, it isn't.",168
l07-085-02,err,"I'm determined to go, and by myself,",168
l07-085-03,ok,"whatever you say."" ""I was afraid of",168
l07-085-04,ok,"that."" He sounded resigned but none",168
l07-085-05,ok,"the less hopeful. ""You're a very",165
l07-085-06,ok,wilful woman but I'll change,168
l07-085-07,ok,your mind for you one of these,168
l07-085-08,ok,days.,165
l07-103-00,err,"""You can see it any time you like,""",169
l07-103-01,err,"he told me. ""The sooner the better.",169
l07-103-02,ok,If you can get to Bletcham this,169
l07-103-03,ok,evening I'll run you up there,169
l07-103-04,err,"in the car."" ""That's very nice of",166
l07-103-05,ok,"you."" ""Nice, nothing. I told you,",166
l07-103-06,ok,I'm mad about boats. Seven,166
l07-103-07,err,thirty do you?,162
l07-111-00,err,"I could meet you at the bus station.""",172
l07-111-01,err,"""No,"" I said, ""outside your office.""",172
l07-111-02,ok,I could not endure the thought,168
l07-111-03,ok,of another wait at the bus station.,172
l07-111-04,ok,He was there punctually. Dressed,168
l07-111-05,ok,in a loud tartan shirt and abbreviated,165
l07-111-06,ok,shorts he looked hardly more than,165
l07-111-07,ok,"a boy, a cheerful, good-natured",168
l07-111-08,ok,boy. He settled me into the car,165
l07-111-09,ok,with touching care and then,172
l07-111-10,ok,drove like a fiend along,172
l07-111-11,ok,the river road.,168
l07-118-00,ok,Ten minutes later he stopped in a lane,142
l07-118-01,ok,and helped me out with the same,152
l07-118-02,err,"careful courtesy. ""What sort of boat is it?""",162
l07-118-03,ok,"I asked. ""She,"" he corrected. ""She's a",172
l07-118-04,ok,"converted life-boat. Not a very good one,",169
l07-118-05,ok,but she's sound enough and the,167
l07-118-06,ok,"engine's fine.""",173
l07-131-00,ok,"Inside, she was untidy and grubby but",180
l07-131-01,ok,roomy enough and well lit by two rows of,182
l07-131-02,ok,good-sized windows. It was a long time,182
l07-131-03,ok,before I got used to calling them,182
l07-131-04,ok,portholes. The owner was a middle-aged,180
l07-131-05,ok,man whose family had tired of the,176
l07-131-06,ok,limited excitement of the river and now,179
l07-131-07,ok,had their eyes on a seagoing boat.,180
l07-135-00,ok,Clive - he insisted on being called Clive -,179
l07-135-01,ok,haggled with him and within half an hour,179
l07-135-02,ok,Sandpiper was mine for three hundred and,181
l07-135-03,ok,fifty pounds. When all the business details,179
l07-135-04,ok,had been settled and the owner had,175
l07-135-05,ok,"departed with my cheque in his pocket,",178
l07-135-06,ok,Clive started the engine and gave me my,181
l07-135-07,ok,first lesson in manoeuvring up and down,180
l07-135-08,err,the river and in and out of the other boats.,175
l07-138-00,ok,"It was a warm, still evening; the plop of",181
l07-138-01,ok,fish and the gentle putter of the engine,185
l07-138-02,ok,"were infinitely soothing after city noises,",183
l07-138-03,ok,and I began to look forward to my life,185
l07-138-04,ok,on the water. At last he pronounced,181
l07-138-05,ok,me riverworthy and wanted to know when,178
l07-138-06,ok,I would be moving in.,180
l07-172-00,ok,"Like Clive, he was enthusiastic about the",182
l07-172-01,ok,"engine and decided, apparently on the strength",182
l07-172-02,ok,"of its efficiency, that Sandpiper was fit to",182
l07-172-03,ok,live in. I was more than thankful for his help,179
l07-172-04,ok,when we had installed my things and the,179
l07-172-05,ok,boat began to move. The river was crowded,179
l07-172-06,ok,with flocks of sailing boats which,179
l07-172-07,ok,swirled round us like gulls and there,179
l07-172-08,ok,"were two locks to negotiate, but Max",179
l07-172-09,ok,seemed to know exactly what to do,179
l07-172-10,ok,and at the same time kept me supplied,179
l07-176-00,err,"""How on earth do you know all this?"" I asked",186
l07-176-01,ok,"him. ""I used to play about in these things",182
l07-176-02,ok,when I was a kid. And then I acted as guide,182
l07-176-03,err,"on a river boat one summer, to keep myself",186
l07-176-04,ok,"going between terms at college."" It was",182
l07-176-05,ok,"the first I had heard of it, but that's",179
l07-176-06,ok,one of the things I like about Max.,179
l07-181-00,ok,He has done so many things that there,182
l07-181-01,ok,is always something new and exciting to,186
l07-181-02,err,"discover about him. ""You're wonderful,"" I",182
l07-181-03,ok,"said, meaning it. He pressed the tip of my",182
l07-181-04,ok,"nose with one finger. ""That makes two of us.""",182
l07-181-05,ok,It was about eight o'clock in the evening,179
l07-181-06,ok,when we tied up almost exactly opposite,179
l07-181-07,ok,Hardy's garden and went up on to the,179
l07-181-08,err,roof of the cabin to see what we could see.,179
l07-187-00,err,"From this side, Rivermead was less forbidding;",182
l07-187-01,ok,it stood a long way back from the water,180
l07-187-02,ok,at the end of a velvety lawn flanked with,180
l07-187-03,ok,flowering trees and shrubs. To the right of,180
l07-187-04,err,"the lawn, close to the water's edge, stood an",180
l07-187-05,ok,ancient boathouse shrouded in wistaria; it,176
l07-187-06,ok,was built across a narrow backwater,180
l07-187-07,ok,and there was a delicate iron staircase,180
l07-187-08,ok,climbing the outer wall to a room above.,176
l07-190-00,err,"""You won't see anyone tonight, it's too late,"" Max",186
