Image,Transcription,Length
116_393_003_01_07,who to you  ( I am satisfied )  would communicate every thing that could be of use .,84
116_393_003_01_08,"If , from any cause , it should have happened that you have not yet",67
116_393_003_01_09,"turned the matter in your thoughts , you will , at any rate , I flatter myself ,",80
116_393_003_01_10,have the goodness to say something to me by which my expectations in regard,75
116_393_003_01_11,to time may in some measure be directed .  _  I have the honour to be &c  _,75
116_393_003_03_01,No 83 Mr . Vansittart to Mr Bentham,35
116_393_003_03_03,Dear Sir Blackheath 10 Septr . 1801 _,37
116_393_003_03_04,I must apologize for my inattention in neglecting to acknowledge,64
116_393_003_03_05,the receipt of your large packet respecting ... . I cannot however accuse,73
116_393_003_03_06,"myself of having misused , an interval of leisure ; for , Mr H . A . having",75
116_393_003_03_07,"been absent till within these two days , I have had the whole routine of",72
116_393_003_03_08,"office to attend to , which has nearly made up for the cessation of",67
116_393_003_03_09,Parliamentary business .,24
116_393_003_03_10,"With respect to your Convict plan , I have not yet had an op-",61
116_393_003_03_11,"-portunity of consulting with Lord Pelham , on whose decision the business",74
116_393_003_03_12,must principally turn . _,25
116_400_001_02_02,Establishment increased on pretence of crushing it,50
116_400_001_03_01,F.9 Duke of Portland to Lords of the Treasury .  _  14 Octr 1799 .,66
116_400_001_03_02,Pretends to have examined the Acts  _  puts a groundless interpretation on,74
116_400_001_03_03,them  _  confusion and inconsistency  _  Will not allow Panopticon any Convicts,79
116_400_001_03_04,that can either be transported or kept in the Jails . it would check the imprisonment,85
116_400_001_03_05,in the Jails  _  Will not execute the Acts  _  because the expence would fall on government,91
116_400_001_03_06,yet proposes 2150 as the number .,33
116_400_001_03_07,Mr King having laid before me a Letter from Mr Long,51
116_400_001_03_08,"of the 27th ultie desiring , by command of your Lordships , to be",65
116_400_001_03_09,"apprized of the number of Convicts , which the Panopticon pro-",62
116_400_001_03_10,"-posed to be erected by Mr Bentham , is intended to accommo-",60
116_400_001_03_12,-date . I have examined  the Acts of the 19th and 34th of his,61
116_400_001_03_13,present Majesty relative to the building of Penitentiary Houses,63
116_400_001_03_14,"for confining and employing in hard labour , person convicted",61
116_400_001_03_15,of transportable and other Crimes .  _,38
116_400_001_03_16,"I understand the objects of those Acts to be , that such",56
116_400_001_03_17,Penitentiary Houses should be used principally as receptacles,61
116_400_001_03_18,"for such transportable Convicts , as the several gaols of the",61
116_400_001_03_19,"respective Counties cannot contain , from the time of their receiving",69
116_400_001_03_20,"sentence , till an opportunity may offer for their being trans-",63
116_400_001_03_22,"With respect to the probably number of transportable Convicts ,",63
116_400_001_03_23,"no safer rule can be adopted , than by taking the greatest num-",63
116_400_001_03_24,"-ber of the four last years of Peace :   [ though it may increase , yet",71
116_400_001_03_25,the increase yet th of live stock & will probably more than,59
116_400_001_03_26,counterbalance the difference .... . ]   ]   ( d ),50
116_400_001_03_27,"As to other Convicts , it will depend on the opinion of",55
116_400_001_03_28,"the Judges who try them , what number of them it may be",55
116_400_001_03_29,proper to confine in the Panopticon :  it is impossible to ascer-,65
116_400_001_03_30,-tain with accuracy the number to which they may amount :,57
116_400_001_03_31,but I incline to think it would be very inexpedient to move,59
116_400_001_03_32,"such Persons from the country Gaols , unless the crowded state",62
116_400_001_03_33,of those Gaols should render it absolutely necessary :  for it,62
116_400_001_03_34,would naturally tend  _  not only to check that spirit of im-,61
116_400_001_03_35,"-provement , which now so universally prevails , in the several",63
116_405_001_01_01,Hints for the reformation and improvement of the,48
116_405_001_01_02,"Police , humbly addressed to Lord Pelham . 15 Octor",51
116_405_001_01_04,"1 .  _  To provide work for the industrious , on a plan",55
116_405_001_01_05,similar to Mr . Bentham ' s .,29
116_405_001_01_06,"2 .  _  As the ignorance of the inferior classes of society , is one",68
116_405_001_01_07,"grand cause of the numberless depredations , which are",54
116_405_001_01_08,"daily and nightly perpetrated , Public Schools , under",54
116_405_001_01_09,"the care and control of a parochial committee ,",47
116_405_001_01_10,ought to be established throughout the kindgom  ; in,52
116_405_001_01_11,"which the principles of religion and morality , together",56
116_405_001_01_12,"with a moderate degree of learning , should be given",52
116_405_001_01_14,"3 .  _  A strict enforcement of the Act , 17 Geo . 2d . relative to",67
116_405_001_01_16,4 .  _  A House of Industry and a School wanted for,51
116_405_001_01_18,"5 .  _  No Jew to carry a pedlar ' s box , or pursue street-",60
116_405_001_01_19,"traffic , of any sort , without a recommendation from",53
116_405_001_01_20,"respectable persons of his own persuasion , and a licence",57
116_405_001_01_22,"6 .  _  All public-houses , within the bills of mortality , shd .",65
116_405_001_01_23,"be warned , by Proclamation or otherwise , against har :",56
116_405_001_01_24,": bouring idle , disorderly paupers , at improper hours ,",57
116_405_001_01_25,"on pain of fine , for the first offence , and loss of their",59
116_405_001_01_26,"Licence , for the second .",26
116_405_001_01_27,7 .  _  A certain number of respectable Parishioners  ( to be,61
116_405_001_01_28,"chosen amongst themselves , once a week or fortnight . )",56
116_405_001_01_29,"should be appointed to inspect public-houses , for",50
116_405_002_01_01,"the purpose of dispersing nocturnal Plunderers , &c ,",53
116_405_002_01_02,"and , under the authority of a Magistrate , to levy the",55
116_405_002_01_03,"fine &c , according to the foregoing Rule .",43
116_405_002_01_04,8 .  _  The number of improper public-houses should be,54
116_405_002_01_05,"gradually reduced ; and no Constable , or Police Runner ,",57
116_405_002_01_06,should be permitted to keep one .,33
116_405_002_01_07,"9 .  _  Every Brewer , Distiller , Wine-Mercht or wholesale Dealer",66
116_405_002_01_08,"in Liquors &c , who owns and lets out a public-house ,",54
116_405_002_01_09,"tavern , retail Liquor-shop , &c , shall give security , for",60
116_405_002_01_10,"the good conduct of his Tenant , to the neighbouring",52
116_405_002_01_12,"10 .  _  All Mechanicks , Handicraftsn . or others , who work by",64
116_405_002_01_13,"the day or piece , must be paid , by their Employers , on",57
116_405_002_01_14,"Fridays , instead of Saturdays ; and no pay-tables to",53
116_405_002_01_15,"be allowed in public-houses , on any account .",46
116_405_002_01_16,"11 .  _  No Shops to be opened on Sundays , under a severe penalty .",68
116_405_002_01_17,"12 .  _  Tea-Gardens , which are open in the Summer only ,",58
116_405_002_01_18,"should dismiss their customers at 9 o ' clock , under penalty .",63
116_405_002_01_19,"13 .  _  Skittles , Pins , Shuffle-boards , Cards , Dice , Draft-tables ,",73
116_405_002_01_20,"&c , not to be played at , in public-houses , after day-light .",63
116_405_002_01_21,"14 .  _  There should be a day-Watch , as well as a night-",58
116_405_002_01_22,"Watch . One set to go on duty , before the other goes",53
116_405_002_01_23,off . They should be relieved every two hours in,48
116_405_002_01_24,"Winter , and three , or four , in Summer . They should",54
116_405_002_01_25,"stand as seldom as possible on the same district ,",50
116_405_002_01_26,"or walk , thereby to prevent the chance of their league :",57
116_405_002_01_27,"ing in villainy , with neighbour . ]  Servants , or Apprentices .",65
116_405_003_01_01,"15 .  _  A penalty should be inflicted on such Watchmen , as",60
116_405_003_01_02,"are known to put up or take down Window-Shutters ,",50
116_405_003_01_03,&c or doing domestic work for any person whatsoever,51
116_405_003_01_04,during Watch-hours .,20
116_405_003_01_05,"16 .  _  No presents , or Christmas-boxes should be allowed",59
116_405_003_01_06,to the Watchmen ; but their pay should be adequate,50
116_405_003_01_08,17 .  _  A certain number of respectable Parishioners  ( No . 7 . ),67
116_405_003_01_09,"should be appointed , as Constables , pro tempore , to",54
116_405_003_01_10,"superintend the Night-Watch ,  _  to march them , as a",54
116_405_003_01_11,"Corporal ' s relief-guard , to their several stations , and",59
116_405_003_01_12,to preside at the Watch-House during the night .  _,51
116_405_003_01_13,18 .  _  Watchmen should be chosen from disbanded Sai :,55
116_405_003_01_14,": lors or Soldiers , of good character ;  _  their age to be",60
116_405_003_01_15,"not younger than 30 , nor ever older than 50 ;  _",49
116_405_003_01_16,"their dress should be jackets and over-alls , with",50
116_405_003_01_17,"a light Horseman ' s helmet ,  ( having a lamp in front )",57
116_405_003_01_18,and a hanger or cutlas ;  _  but neither pole nor,49
116_405_003_01_19,"rattle , as both of them are incumbrances . Instead",51
116_405_003_01_20,"of a rattle , a Bell  ( like those used by the Dustmen )",56
116_405_003_01_21,"should be adopted , to hang by their sides till wanted ;",56
116_405_003_01_22,and a strict prohibition against the use of Bells,49
116_405_003_01_23,by any other persons whatsoever .  _  When the hour,51
116_405_003_01_24,"is announced by the Watchmen , they should not",46
116_405_003_01_25,"make use of the word  "" Clock; ""  but say ,  "" Past twelve , """,62
116_405_003_01_26,""" Past one , ""  or  "" Half past twelve , ""  &c , &c .",53
116_405_004_01_01,"19 .  _  In addition to the Watchmen , there should be a",56
116_405_004_01_02,"Horse Patrole , at the different avenues to London",50
116_405_004_01_04,20 .  _  Lamp-lighters should trim their lamps at certain,57
116_405_004_01_05,"hours , not left to their own choice , as they are a daily",58
116_405_004_01_06,"nusance . They should ply , all night , at their re :",53
116_405_004_01_07,": spective Watch-houses , for the purpose of re-lighting",56
116_405_004_01_08,such lamps as are extinguished . The Watchmen,45
116_405_004_01_09,"should keep an eye to the lamps in his district ,",49
116_405_004_01_10,"and pass the word to the Lamp-lighter , at the",46
116_405_004_01_11,"W . house , to hasten to the extinguished lamp .",48
116_405_004_01_12,21 .  _  All Lodging-houses ought to be registered some-,56
116_405_004_01_13,"-where , and an account taken of their Inmates .",48
116_405_004_01_14,"22 .  _  Link-Boys , or Link-Men , not to be allowed ; and",58
116_405_004_01_15,"more lights must be put up , at the doors of pub :",50
116_405_004_01_16,": lic places , than are used at present ; which lights",54
116_405_004_01_17,"may be , in part , extinguished , after the company",51
116_405_004_01_19,"23 .  _  A severe penalty on those who leave sewers ,",53
116_405_004_01_20,"broken-up pavements , &c , &c , in the night , without",54
116_405_004_01_22,"lights , and guard to warn the passengers .",43
116_405_004_01_23,"24 .  _  A strict eye to be kept on Livery-Stables , and",56
116_405_004_01_24,on those who hire out Horses ; the latter of which,50
116_405_004_01_25,"ought not to hire out a horse , without enquiring",49
116_405_004_01_26,"into the name , residence , and character of the",48
116_405_004_01_27,"person who hires , under a penalty .  _",39
116_406_001_01_01,25. _ The Police-Offices to be open for business from,53
116_406_001_01_02,"nine, in the morning, till nine, at night.",42
116_406_001_01_03,"26. _ The present number of Runners, or Constables,",51
116_406_001_01_04,"to the Police-Offices, are very insufficient.",45
116_406_001_01_05,27. _ No soldier should ever appear in the streets with:,56
116_406_001_01_07,"28. _ The penalty on forfeiture of recognizances, in",52
116_406_001_01_08,"case of non-prosecution, should be considerably",47
116_406_001_01_09,"increased, and the payment thereof be enforced.",47
116_406_001_01_10,29. _ The Expences allowed to Prosecutors & Witnesses,53
116_406_001_01_11,"from distant parts, are not sufficiently liberal; on",52
116_406_001_01_12,which account many Delinquents evade justice.,45
116_406_001_01_13,30. _ A Barrister and sufficient number of Atornies,51
116_406_001_01_14,"should be appointed to prosecute for the Crown, in",50
116_406_001_01_15,criminal cases; and to conduct indictments for,46
116_406_001_01_16,such persons as are too poor to undertake them,46
116_406_001_01_17,on their own account.,21
116_406_001_01_18,31. _ The City of London ought to build a House,47
116_406_001_01_19,"of Correction; where all the London-Prisoners, who",50
116_406_001_01_21,"are sentence of temporary imprisonment, should",46
116_406_001_01_22,"be kept and compelled to work. No prisoners, under",50
116_406_001_01_23,"fines, or temporary confinement, should be permitted",52
116_406_001_01_24,"to remain in Newgate, or the Compters, after sen:",49
116_406_001_01_25,:tence has been once passed.,28
116_406_001_01_26,"32. _ Executions are of no utility, either for punishing",56
116_406_001_01_27,"or deterring: _ if, however, they must be inflicted,",52
116_406_001_01_28,"they should be done, as speedily as possible, after",51
116_406_001_01_29,passing sentence. Solitary confinement & labour,47
116_606_001_03_01,increase has had one or more of three objects :  _  pre-,56
116_606_001_03_02,-vention of disease  _  affording working room  _  affording,60
116_606_001_03_03,means of separation for Convicts of different descriptions :,60
116_606_001_03_04,"sequestration in various degrees of perfection , up to",54
116_606_001_03_05,the pinnacle of penal luxury  _  total solitude .  _,52
116_606_001_03_06,Space for prevention of disease is a most indis-,48
116_606_001_03_07,"-putable improvement , wherever necessary , but an",50
116_606_001_03_08,improvement that has no particular reference to,47
116_606_001_03_09,"penitentiary discipline . Of this salutary discipline ,",55
116_606_001_03_10,"space for separation , space for working , may be",49
116_606_001_03_11,"stated as to the two characteristic features , so",49
116_606_001_03_12,far as architecture is concerned .  _,37
116_606_001_03_13,"In the increase of space for separation ,",41
116_606_001_03_14,"reformation , or rather non _ increase ofor corruption ,",56
116_606_001_03_15,was the object aimed at . This object will have,47
116_606_001_03_16,been compassed in a greater or less degree of per-,50
116_606_001_03_17,-fection according to the sufficiency of the architec-,54
116_606_001_03_18,"-tural means , and the use made of them in the",46
116_606_001_03_19,management . As far as my opportunities of ob-,46
116_606_001_03_20,-servation extended  _  and the enquiry was once,48
116_606_001_03_21,an object to me  _  one great obstacle to this end,50
116_606_001_03_22,"appears to apply in common , and with scarce",44
116_606_001_03_23,"any exception that I could observe , to all these",49
116_606_001_03_24,prisons :  I mean the want of compleatness in,45
116_606_001_03_25,the plan of separation . What matters it whether,48
116_606_001_03_26,there be certain times of the day in which the,46
116_606_001_03_27,raw are debarred from getting instruction from,46
116_606_001_03_28,"the reprobate , if there are others in which they are",53
116_606_001_03_29,brought together ?  In the department of wholesome,50
116_607_001_03_01,"instruction , is a school the less a school because",51
116_607_001_03_02,the body boys are not always in the school room ?,49
116_607_001_03_03,"Separation however , even though carried to",43
116_607_001_03_04,"the length of solitude , is not of itself sufficient",52
116_607_001_03_05,"for reformation . To reformation , occupation is",48
116_607_001_03_06,"necessary :  occupation , profitable or at least innocent ,",59
116_607_001_03_07,to fill up the mind with useful ideas or at,43
116_607_001_03_08,"least innocent ones , and by that repletion to",46
116_607_001_03_09,exclude mischievous ones .  _,29
116_607_001_03_10,"Inclosed space , for whatever purpose , is not",46
116_607_001_03_11,to be had without expence . To pay for that,43
116_607_001_03_12,"expence if work be proposed to be done , it is",46
116_607_001_03_13,"necessary not only that work shall be done , but",48
116_607_001_03_14,"done in such quantity and such quality , as to",46
116_607_001_03_15,equal the expence . It is in this way that the,46
116_607_001_03_16,interests of reformation and those of economy,45
116_607_001_03_17,are intimately blended and connected . Work of,46
116_607_001_03_18,"some sort or other , profitable or not profitable in",52
116_607_001_03_19,"point of economy , is necessary for reformation . But",53
116_607_001_03_20,"the less the expence of reformation , the less it will",54
116_607_001_03_22,Grudged  ?   _  says a voice somewh somewhere  _,48
116_607_001_03_23,whether your Lordship ' s or whose else I am unable,51
116_607_001_03_24,to distinguishs out of all habits as I am with,46
116_607_001_03_25,great men  _  Grudged !  however  ( says the voice and,54
116_607_001_03_26,in a tone of displeasure  _  )  and what of that  ?   _  as,59
116_607_001_03_27,if where reformation is at stake expence would be,49
116_607_001_03_28,grudged by any body :  as if in such a case the,47
116_607_001_03_29,"grudgery of the money , if it were grudged , ought to",53
116_607_001_03_30,"stop the issue of it !  For corruption , no my Lord :",53
116_616_001_03_01,and Penitentiary Houses upon do are so identical,48
116_616_001_03_02,"in principle , that  ( even without adverting to the",52
116_616_001_03_03,vicinity between the first and the second floors of,51
116_616_001_03_04,the same edifice )  a man may without much,42
116_616_001_03_05,apprehension of error venture to state them as,46
116_616_001_03_06,coming out of the same shop .  _,32
116_616_001_03_07,Up Upon the principles I have thus ventured,43
116_616_001_03_08,"to point to in the improved prisons in question ,",49
116_616_001_03_09,"present or future , one drawback from the goodness",50
116_616_001_03_10,of the economy  _  one great drawback and than an,49
116_616_001_03_11,unavoidable one  _  is the smallness of the scale .,51
116_616_001_03_12,"Another is the shortness of the term which , in those",53
116_616_001_03_13,"receptacles for petty offenders , the improved hands",52
116_616_001_03_14,"have to learn the business in , and afford a",44
116_616_001_03_15,"compensation , for the time and materials consumed",50
116_616_001_03_16,"without profit , during the season of primaeval",47
116_616_001_03_18,"Under these disadvantages , together with that",46
116_616_001_03_19,which results from the difference between the,45
116_616_001_03_20,"wages of labour , as compared with the expence of",49
116_616_001_03_21,"maintenance , here and in America , I should not",48
116_616_001_04_01,20 or 21 times as much as in the case of Cold Bath,50
116_616_001_04_02,Fel Fields . Cold Bath Fields proved bad ground :  Battersea,60
116_616_001_04_04,Rise was excellent But Cold Bath Fields is up,45
116_616_001_04_05,and finished :  and the case of Battersea Rise affords,54
116_616_001_04_06,"neither finish nor commencement , nor any thing",47
116_617_001_03_01,expect to find it within the compass of human,45
116_617_001_03_02,"ability , though devoted exclusively to the service ,",53
116_617_001_03_03,to bring the improved English prisons in question,49
116_617_001_03_04,upon a level in point of economy with that of,45
116_617_001_03_05,Philadelphia . It is not without surprize that,46
116_617_001_03_06,in some instances within my reach Dorsetshire,45
116_617_001_03_07,in particular  ( Oxfordshire I have but an indistinct,53
116_617_001_03_08,recollection of )  I have observed in how meritorious,53
116_617_001_03_10,a degree these obstacles have been overcome .,45
116_617_001_03_11,In these home instances the grand misfortune,44
116_617_001_03_12,"is , that in regard to the main object  _  the object",53
116_617_001_03_13,with reference to which example and reformation,47
116_617_001_03_14,themselves are but as means to an end  _  I mean,48
116_617_001_03_15,the decreased of crimes  _  circumstances do not,48
116_617_001_03_16,admit of their affording any such satisfactory proofs,53
116_617_001_03_17,of efficacy as in the more favourable situation of,50
116_617_001_03_18,the Philadelphia prison may be and have been,44
116_617_001_03_19,afforded :   _  why ?   _  because the good effects of the,58
116_617_001_03_20,discipline of these good jails are to such a degree,51
116_617_001_03_21,drowned in the bad effects of the surrounding bad,49
116_617_001_03_22,"ones . * In Pensylvanyia too & in New York , the whole",54
116_617_001_03_23,system of penal justice is invigorated by the abolition,55
116_617_001_03_24,of capital punishment as above :  while in England,50
116_617_001_03_25,the debility resulting from the opposite excess  ( by,53
116_617_001_03_26,debility I mean the relaxation that pervades the,48
116_617_001_03_27,whole system of procedure )  is such as cannot be,49
116_617_001_03_28,compensated in any ascertainable degree by the,46
116_617_001_03_29,utmost efficacy of such local & partial improvements .,54
116_618_001_03_01,Would Your Lordship have supposed it ?  - It is,47
116_618_001_03_02,upon the very merits  _  the acknowledged or at any,51
116_618_001_03_03,"rate the alledged merits , of the Penitentiary system ,",55
116_618_001_03_04,"in these its less perfect forms , that the hostility",52
116_618_001_03_05,to it in its more perfect form has grounded itself .,52
116_618_001_03_06,So well has the system succeeded in this and,44
116_618_001_03_07,"that Count Country , that for that very reason there",52
116_618_001_03_08,is to be none for England :  so well has it suc-,48
116_618_001_03_09,"-ceeded upon a small scale , that it is not to",46
116_618_001_03_11,be suffered to shew itself upon a large one  :   _,50
116_618_001_03_12,so well have the existing prisons succeeded at,46
116_618_001_03_13,"an enormous rate of expence , that for that",43
116_618_001_03_14,very reason a still better prison is not to,43
116_618_001_03_15,be suffered to be built at a tenth a fifteenth,46
116_618_001_03_16,or a twentieth part of that expence . So peremptory,51
116_618_001_03_17,was the determination to cover the country with,47
116_618_001_03_18,"prisons unthought of by Parliament , that",41
116_618_001_03_19,it is for that very reason it was determined not,48
116_618_001_03_20,"to have the one prison , that had so long ago and",49
116_618_001_03_21,so repeatedly been prescribed by Parliament .  _,48
116_618_001_03_22,The conclusion made by the patrons pa-,38
116_618_001_03_23,-trons and organizers of the most improved of,45
116_618_001_03_24,all these improved prisons has been somewhat,44
116_618_001_03_25,"different . Yes , my Lord :  It is among the most dis-",54
116_618_001_03_26,"-tinguished of its rivals , that the Panopticon plan",52
116_618_001_03_27,has ever found the most cordial of its well-wishers  _,54
116_618_001_03_28,the most generous of its supporters .  _,40
116_619_001_03_01,Persons who  ( one might almost venture to affirm ),51
116_619_001_03_02,never saw the inside of a prison in their whole,47
116_619_001_03_03,lives  _  persons by much too high to have ever,47
116_619_001_03_04,bestowed upon any such low object any thing,43
116_619_001_03_05,that call be called a thought  _  persons who are,49
116_619_001_03_06,"as much at home in  "" improved ""  prisons as",44
116_619_001_03_07,"they are in  "" improved ""  colonies  _  it is by such",53
116_619_001_03_08,"lovers of improvements , and by the lovers of",45
116_619_001_03_09,"such improvements , that the penitentiary system",48
116_619_001_03_10,in its most improved form has been consigned,44
116_619_001_03_11,"to  "" relinquishment ""  , and the authority that pre-",53
116_619_001_03_12,-scribed it to contempt .  _,28
116_619_001_03_14,"It was not my original  , my Lord , to have",43
116_619_001_03_15,attempted giving Your Lordship on the present,45
116_619_001_03_16,occasion any trouble on the subject of the official,51
116_619_001_03_17,"letter , to which the plan thus alluded to has",46
116_619_001_03_18,"been consigned :  but , having gone thus far , it is",52
116_619_001_03_19,becomes se necessary for me I fear to transcribe,48
116_619_001_03_20,"a part of it at least , on pain of seeing the above",51
116_619_001_03_21,statement exposed to the suspicion of being ground-,51
116_619_001_03_22,"-less , and perhaps as to the charge of being un-",49
116_619_001_03_23,-intelligible . The letter then to which the deter-,51
116_619_001_03_24,"-mination in question , or at any rate the ex-",46
116_619_001_03_25,"-pression of it was consigned , bears date the",46
116_619_001_03_26,14th of October 1799 :  Signature that of the Duke of,53
116_619_001_03_27,"Portland , at that time filling the high office Your",52
116_620_001_03_01,Lordship adorns at present . It is in answer to,47
116_620_001_03_03,a letter from to his Grace to the Treasury dated,48
116_620_001_03_04,"the 27th of the preceding month  "" desiring to be",49
116_620_001_03_05,""" apprized of the number of Convicts which the",46
116_620_001_03_06,""" Panopticon  .  .  .  . is intended to accommodate ""  :  and",61
116_620_001_03_07,is the letter that constituted or at least helped,49
116_620_001_03_08,to constitute the ground of the just-quoted,43
116_620_001_03_09,"Treasury letter , written 5 months and 8 days",45
116_620_001_03_10,"after the letter it was thus grounded upon ,",44
116_620_001_03_11,and some time  ( but I do not exactly know,42
116_620_001_03_12,how long )  after the determination had been taken,50
116_620_001_03_13,"by mMost Noble and Right Honourable persons ,",45
116_620_001_03_14,that no such building as it thus called upon,44
116_620_001_03_15,"me to make pr preparations for , should be",42
116_620_001_03_17,"After stating , in regard to the object of the",46
116_620_001_03_18,Act in question  ( the Act of 1794 for the erection,51
116_620_001_03_19,of the Panopticon Penitentiary House requiring as,49
116_620_001_03_20,"well as  "" authorizing ""  such House or Houses to be",52
116_620_001_03_21,"erected )  that he  "" understands the object of it ""  and",57
116_620_001_03_22,"that that object is  _  as to  "" transportable convicts """,57
116_620_001_03_23,""" that such Penitentiary Houses should be used .  .  .  .",57
116_620_001_03_24,""" as receptacles for such transportable convicts as",51
116_620_001_03_25,""" the several Goals of the respective Counties can",50
116_620_001_03_26,""" not contain ""   [ and therefore for none that they",52
116_620_001_03_27,"can contain ]   "" from the time of their receiving",50
116_620_001_03_28,""" sentence till an opportunity may offer for their",50
116_625_001_02_01,* that this plan of the Duke of Portland ' s for crowding,57
116_625_001_02_02,Gaols and taxing Counties was not in every point of view,56
116_625_001_02_03,"a new one , appears from a Memorial presented by the",52
116_625_001_02_04,"Middlesex Justices to his Grace about 16 Months before , on the",63
116_625_001_02_05,subject of the State Prisoners committed to Cold Bath Fields .,62
116_625_001_02_06,"The Memorial is printed at length in the  "" Papers presented",60
116_625_001_02_07,""" to the House of Commons relative to his Majesty ' s Prison",60
116_625_001_02_08,""" in Cold Bath Fields ""  . Ordered b to be printed 18 , Decr 1800 . pp 78 , 79 .",80
116_625_001_02_09,""" His Majesty ' s Justices of the Peace for the County of",57
116_625_001_02_10,""" Middlesex .. . do .. . humbly entreat Your Grace to take into",63
116_625_001_02_11,""" consideration the difficulties under which they labour ; which",64
116_625_001_02_12,""" are yet farther encreased by the addition of so great a",57
116_625_001_02_13,""" number of Prisoners of the above description ""   [ State Pri-",63
116_625_001_02_14,"-soners ]   "" to those whom the House of Correction was originally",66
116_625_001_02_15,""" intended to receive , and with which it is crowded to",55
116_625_001_02_16,""" a great degree of inconvenience ... .",39
116_625_001_02_17,""" They also beg leave to observe , that a very great",52
116_625_001_02_18,""" additional expence has been incurred , on account of Pri-",59
116_625_001_02_19,"-soners  "" of the above description ; which expenditure , as",60
116_625_001_02_20,""" the various Burthens upon the County Rate , are already",57
116_625_001_02_21,""" very severely felt  , they are deeply concerned to be under",61
116_625_001_02_22,""" the necessity of adding to the ordinary Charges of the Prison ;",65
116_625_001_02_23,""" but this Expence the Magistrates confidently hoped will",57
116_625_001_02_24,""" be reimbursed to the County , on a fair statement of the",58
116_625_001_02_25,""" several Particulars ""  . -",28
116_625_001_02_26,From the so often mentioned posterior letter of his,51
116_625_001_02_27,"Grace ' s , which I have had the honour to bring to light ,",59
116_625_001_02_28,information in no small degree interesting may now be,53
116_625_001_02_29,derived by these same Magistrates . In May 1798 they,52
116_625_001_02_30,"complain of the  "" crowding ""  of their Gaol with Prisoners",59
116_625_001_02_31,"not intended for it , speak of inconvenience , assume  ( as",59
116_625_001_02_32,"was but natural )  that the inconvenience was , as such ,",57
116_625_001_02_33,"unintentional on the part of the Duke , and , in mentioning",59
116_625_001_02_34,"it in that character , conceive that the consideration thus",59
116_625_001_02_35,"submitted to that Noble person ' s will , in the character of",61
116_625_001_02_36,"a motive , give birth in his Grace ' s mind to a determination",62
116_625_001_02_37,to grant the relief they pra pray for . Little did they expect,62
116_625_001_02_38,"to see the day , & that so early a one , in which by a document",63
116_626_002_02_01,his Majesty ' s Ministers in the Police department in,53
116_626_002_02_02,respect not of Gaols only but of instruments of all,51
116_626_002_02_03,kinds in the apparatus for the prevention of,44
116_626_002_02_04,crimes - such is the energy with which the Duke,47
116_626_002_02_05,"of Portland determined to  "" crowd the County Gaols """,53
116_626_002_02_06,"for fear of  "" their being neglected . ""  - Such is the energy",62
116_626_002_02_07,with which Lord Pelham has forced a fifth hundred,49
116_626_002_02_08,a year into the hands of the Police Magistrates -,49
116_626_002_02_09,Such is the energy with which at the price of,45
116_626_002_02_10,"£87 . 10  <gap/>  a peep , he has determined that four peeps",60
116_626_002_02_11,in a year shall be taken at the Hulks- such is,46
116_626_002_02_12,"the  "" spirit of improvement ""  manifested by there",51
116_626_002_02_13,congenial and combined exertions that unless a few,50
116_626_002_02_14,"patriots like ourselves were to help  "" crowd ""  the streets",60
116_626_002_02_15,with robbers and the houses with burglarers this,48
116_626_002_02_16,""" spirit of improvement ""  among there hitherto zealous",55
116_626_002_02_17,"and spirited improvers might be  "" checked ""  and all",53
116_626_002_02_18,these their implements of improvement - super-pensioned,55
116_626_002_02_19,"Magistrates - Quarterly peepers at Hulks - and even  "" crowded """,64
116_626_002_02_20,""" Gaols themselves ""  might come to be  "" neglected ""  :  To a plain",68
116_626_002_02_21,"understanding , could these ideal plans of these ideal Ma-",58
116_626_002_02_22,-chiavels have been more directly repugnant to the,50
116_626_002_02_23,dicr decrease of crimes than the real plan of the,49
116_626_002_02_24,real Machiavels to the diminution of the mischief,49
116_626_002_02_25,of of pensions ?  - Are not support and opposition -,52
116_626_002_02_26,plain dealing & deceit - truth & falsehood - right & wrong -,60
116_626_002_02_27,merit and guilt confounded and if possible rendered,51
116_626_002_02_28,indistinguishable by such plans ? -,35
116_626_002_02_29,Had any of the professional men just spoken,43
116_626_002_02_30,of professed this to be their object would they have,52
116_627_001_03_01,"been less sincere in such their profession , than the Duke",58
116_627_001_03_02,"of Portland would have been , had he done what he has",53
116_627_001_03_03,not done  _  condescended so much as to profess any such,56
116_627_001_03_04,disposition as that of promoting the object of the Act ?  -,59
116_627_001_03_05,"I mean , my Lord , the Act which was calling upon him",53
116_627_001_03_06,as it continues calling upon yYour Lordship nor for ob-,55
116_627_001_03_07,-struction but for obedience - the Act his Grace has so well,60
116_627_001_03_08,""" examined and understood the object of ""  the Act for the",58
116_627_001_03_09,"establishment of that Penitentiary House , whih ch it was",57
116_627_001_03_10,the object of this Letter of his to unco rowd of as many,56
116_627_001_03_11,inhabitants as had been designed for it by that Act .,53
116_627_001_03_12,"It is in pursuance of this plan , my Lord , that a",50
116_627_001_03_13,little more than five months after viz :  on the 25th of,56
116_627_001_03_14,"March 1800 , the Treasury , on the ground of a preparatory",58
116_627_001_03_15,"Letter therein spoken of as received from his Grace , write",59
116_627_001_03_16,"to me to acquaint me that the  "" proposed building of",53
